"","OBJECTID","dist_rod","rod","dist_hid","hid","dist_hidro_rod","hid_rod"
"3622",3622,6112.41733901726,"rod",21415.6748606727,"hid",6112.41733901673,"hid_rod"
"3623",3623,14809.0732567224,"rod",347.241767210302,"hid",347.241767214537,"hid_rod"
"3624",3624,34917.3987268845,"rod",24251.8684724023,"hid",24251.8684724023,"hid_rod"
"3625",3625,55451.1289796856,"rod",40569.0573161493,"hid",40569.0573161486,"hid_rod"
"3626",3626,33875.3698978362,"rod",62460.555441315,"hid",33875.3698978351,"hid_rod"
"3627",3627,13883.2167619619,"rod",79939.7311357968,"hid",13883.2167619617,"hid_rod"
"3628",3628,808.069974251971,"rod",93519.9447209843,"hid",808.069974251971,"hid_rod"
"3629",3629,23701.9277604782,"rod",110086.479464468,"hid",23701.9277604782,"hid_rod"
"3630",3630,46463.4237036101,"rod",101826.269565687,"hid",46463.4237036119,"hid_rod"
"3631",3631,69911.3288070796,"rod",77605.2591173536,"hid",69911.3288070796,"hid_rod"
"3632",3632,92467.9978687035,"rod",54034.3682330543,"hid",54034.3682330575,"hid_rod"
"3633",3633,115869.723083586,"rod",30982.0884836531,"hid",30982.0884836545,"hid_rod"
"3634",3634,139799.302759383,"rod",7667.68674251551,"hid",7667.68674250757,"hid_rod"
"3635",3635,153748.841494582,"rod",9782.17197540179,"hid",9782.17197540973,"hid_rod"
"3636",3636,163298.554521537,"rod",30680.2018126102,"hid",30680.2018126163,"hid_rod"
"3637",3637,167569.915846341,"rod",52972.9659643141,"hid",52972.9659643141,"hid_rod"
"3638",3638,171595.099928376,"rod",76376.7107233174,"hid",76376.7107233167,"hid_rod"
"3639",3639,179041.057400308,"rod",56473.4660425581,"hid",56473.4660425577,"hid_rod"
"3640",3640,189505.388091892,"rod",31573.5596780884,"hid",31573.5596780884,"hid_rod"
"3641",3641,194612.047013268,"rod",6936.12680573856,"hid",6936.12680573997,"hid_rod"
"3642",3642,174036.583102747,"rod",7381.43706142133,"hid",7381.43706142565,"hid_rod"
"3643",3643,149235.469742088,"rod",25482.3514151205,"hid",25482.3514151161,"hid_rod"
"3644",3644,124435.284265028,"rod",47772.5437215223,"hid",47772.543721526,"hid_rod"
"3645",3645,99636.0339202989,"rod",71666.1236138657,"hid",71666.1236138703,"hid_rod"
"3646",3646,74837.7260258632,"rod",93942.9622034585,"hid",74837.7260258646,"hid_rod"
"3647",3647,50040.3679697366,"rod",114448.922333615,"hid",50040.3679697366,"hid_rod"
"3648",3648,25243.9672108458,"rod",93793.4771660265,"hid",25243.9672108458,"hid_rod"
"3649",3649,448.531280017275,"rod",75654.4380309343,"hid",448.531280017628,"hid_rod"
"3650",3650,3318.55419961741,"rod",62251.1258112761,"hid",3318.55419961741,"hid_rod"
"3651",3651,3140.40222010161,"rod",54136.8968465991,"hid",3140.40222010161,"hid_rod"
"3652",3652,2186.28955729042,"rod",38724.3418553107,"hid",2186.28955729042,"hid_rod"
"3653",3653,1275.30296257879,"rod",25512.0260818788,"hid",1275.30296257879,"hid_rod"
"3654",3654,1339.85360220338,"rod",21122.7165548478,"hid",1339.85360220329,"hid_rod"
"3655",3655,1515.31506026205,"rod",17942.6140197476,"hid",1515.31506026214,"hid_rod"
"3656",3656,2143.71035850966,"rod",21835.7841121415,"hid",2143.71035850966,"hid_rod"
"3657",3657,3383.08760121817,"rod",15472.7423236399,"hid",3383.08760121844,"hid_rod"
"3658",3658,826.920643585928,"rod",1692.96757220971,"hid",826.920643585928,"hid_rod"
"3659",3659,5639.29010232886,"rod",5729.4090853999,"hid",5639.29010232868,"hid_rod"
"3660",3660,13631.0020460024,"rod",1533.75325082523,"hid",1533.75325083087,"hid_rod"
"3661",3661,22297.512100745,"rod",1817.34016051811,"hid",1817.3401605182,"hid_rod"
"3662",3662,32537.0250522607,"rod",14323.0984736961,"hid",14323.0984736936,"hid_rod"
"3663",3663,40816.3095146666,"rod",46430.189183683,"hid",40816.3095146655,"hid_rod"
"3664",3664,56248.1141069695,"rod",33297.5447479755,"hid",56248.1141069695,"hid_rod"
"3665",3665,45139.4949805387,"rod",13451.6217941357,"hid",45139.4949805387,"hid_rod"
"3666",3666,24594.4660830938,"rod",23119.8912568567,"hid",23119.8912568511,"hid_rod"
"3667",3667,6699.88642339819,"rod",47864.7337376446,"hid",6699.88642339819,"hid_rod"
"3668",3668,5745.22074941658,"rod",71488.0779008063,"hid",5745.22074941641,"hid_rod"
"3669",3669,22194.9612363348,"rod",85107.6630416867,"hid",22194.9612363348,"hid_rod"
"3670",3670,39460.6900646919,"rod",100608.874791717,"hid",39460.6900646922,"hid_rod"
"3671",3671,56677.6019332129,"rod",110855.814900941,"hid",56677.6019332129,"hid_rod"
"3672",3672,71870.9501955088,"rod",120496.45401305,"hid",71870.9501955091,"hid_rod"
"3673",3673,86198.7099683493,"rod",125968.992218568,"hid",86198.7099683491,"hid_rod"
"3674",3674,100041.495750621,"rod",127670.810873228,"hid",100041.495750621,"hid_rod"
"3675",3675,113567.062819102,"rod",126852.33174453,"hid",113567.062819102,"hid_rod"
"3676",3676,120743.448897811,"rod",122741.135827625,"hid",120743.448897811,"hid_rod"
"3677",3677,127916.043740759,"rod",120369.617664896,"hid",120369.617664899,"hid_rod"
"3678",3678,120333.480569009,"rod",110816.070185542,"hid",110816.070185538,"hid_rod"
"3679",3679,108889.332687181,"rod",103884.682542014,"hid",103884.682542014,"hid_rod"
"3680",3680,97679.6207523953,"rod",101646.188649762,"hid",97679.6207523953,"hid_rod"
"3681",3681,86559.5912465296,"rod",101410.272357495,"hid",86559.5912465296,"hid_rod"
"3682",3682,75447.0107496098,"rod",101126.748518598,"hid",75447.0107496098,"hid_rod"
"3683",3683,64330.6856642755,"rod",96664.0755922831,"hid",64330.6856642755,"hid_rod"
"3684",3684,53194.0732979756,"rod",92823.2831123752,"hid",53194.0732979756,"hid_rod"
"3685",3685,42002.1930989379,"rod",71741.1998307907,"hid",42002.1930989379,"hid_rod"
"3686",3686,30810.4548569803,"rod",48491.7588980101,"hid",30810.4548569803,"hid_rod"
"3687",3687,19616.6240597242,"rod",28129.8567865645,"hid",19616.6240597244,"hid_rod"
"3688",3688,8426.13453578611,"rod",6967.26314982385,"hid",6967.2631498302,"hid_rod"
"3689",3689,2768.67613487634,"rod",500.842102723693,"hid",500.842102727751,"hid_rod"
"3690",3690,13962.0682036732,"rod",15523.0752373847,"hid",13962.0682036732,"hid_rod"
"3691",3691,25146.7938629555,"rod",26981.327536428,"hid",25146.7938629555,"hid_rod"
"3692",3692,36338.630976213,"rod",42901.1112229766,"hid",36338.6309762133,"hid_rod"
"3693",3693,47527.7424536891,"rod",62086.2232892069,"hid",47527.7424536892,"hid_rod"
"3694",3694,58718.3350484495,"rod",73965.7412596841,"hid",58718.3350484492,"hid_rod"
"3695",3695,69910.8870910165,"rod",90770.1320578355,"hid",69910.8870910162,"hid_rod"
"3696",3696,81094.0891528085,"rod",110622.803413977,"hid",81094.0891528083,"hid_rod"
"3697",3697,92167.6932453191,"rod",132179.4084659,"hid",92167.6932453191,"hid_rod"
"3698",3698,103236.595412159,"rod",120768.129090299,"hid",103236.595412159,"hid_rod"
"3699",3699,115954.385810202,"rod",96755.5160682655,"hid",96755.5160682655,"hid_rod"
"3700",3700,130515.735532001,"rod",73346.7009292145,"hid",73346.7009292145,"hid_rod"
"3701",3701,145067.094280951,"rod",51326.8147763546,"hid",51326.8147763546,"hid_rod"
"3702",3702,159609.260406498,"rod",27865.650826027,"hid",27865.6508260249,"hid_rod"
"3703",3703,174162.998138619,"rod",6860.45400527573,"hid",6860.45400527202,"hid_rod"
"3704",3704,174010.139575468,"rod",31.5554359205598,"hid",31.5554359230297,"hid_rod"
"3705",3705,153562.127637377,"rod",3190.80278195722,"hid",3190.80278195908,"hid_rod"
"3706",3706,134043.043528812,"rod",3383.18144479143,"hid",3383.18144478384,"hid_rod"
"3707",3707,114520.419270671,"rod",3269.91116878826,"hid",3269.911168785,"hid_rod"
"3708",3708,96891.7538112025,"rod",1848.47741755393,"hid",1848.47741755199,"hid_rod"
"3709",3709,76740.7702096806,"rod",6918.01342433703,"hid",6918.01342433711,"hid_rod"
"3710",3710,57133.9029645376,"rod",21348.9000625765,"hid",21348.9000625832,"hid_rod"
"3711",3711,40099.0640388301,"rod",39388.6302062069,"hid",39388.6302062066,"hid_rod"
"3712",3712,19700.4765426297,"rod",62180.9139698979,"hid",19700.4765426315,"hid_rod"
"3713",3713,1393.15136637848,"rod",61674.4504632303,"hid",1393.15136637848,"hid_rod"
"3714",3714,21846.3560044565,"rod",42160.9795608061,"hid",21846.3560044567,"hid_rod"
"3715",3715,20891.8195044322,"rod",30331.8099178033,"hid",20891.8195044322,"hid_rod"
"3716",3716,2428.93350253018,"rod",23566.402671611,"hid",2428.93350253035,"hid_rod"
"3717",3717,19443.7676466268,"rod",6279.86213883569,"hid",6279.86213883587,"hid_rod"
"3718",3718,34383.4798197372,"rod",2319.28085465493,"hid",2319.2808546619,"hid_rod"
"3719",3719,51898.4407461582,"rod",10178.1682560557,"hid",10178.1682560557,"hid_rod"
"3720",3720,69442.3802422756,"rod",21509.5289645713,"hid",21509.5289645801,"hid_rod"
"3721",3721,86979.0138486541,"rod",2499.14970211265,"hid",2499.14970210842,"hid_rod"
"3722",3722,104469.618889098,"rod",17129.2521577114,"hid",17129.2521577132,"hid_rod"
"3723",3723,121779.677052267,"rod",27440.544211818,"hid",27440.5442118186,"hid_rod"
"3724",3724,139081.913059321,"rod",11271.0804794023,"hid",11271.0804794033,"hid_rod"
"3725",3725,137496.453318453,"rod",8493.85830259693,"hid",8493.85830259675,"hid_rod"
"3726",3726,128231.780098538,"rod",20571.8448296044,"hid",20571.8448296009,"hid_rod"
"3727",3727,115845.374651652,"rod",31683.3437457447,"hid",31683.3437457358,"hid_rod"
"3728",3728,105119.520361715,"rod",52786.1412722987,"hid",52786.1412722987,"hid_rod"
"3729",3729,94769.774730763,"rod",74530.8762602269,"hid",74530.8762602174,"hid_rod"
"3730",3730,79203.27034145,"rod",87128.6566908612,"hid",79203.2703414494,"hid_rod"
"3731",3731,58241.4545611392,"rod",65563.0232450809,"hid",58241.4545611396,"hid_rod"
"3732",3732,37033.7934424754,"rod",47266.0613623096,"hid",37033.7934424754,"hid_rod"
"3733",3733,19133.8368890929,"rod",31849.6736897897,"hid",19133.8368890929,"hid_rod"
"3734",3734,1088.07375017783,"rod",18511.7230110992,"hid",1088.07375017677,"hid_rod"
"3735",3735,7232.96067587618,"rod",1539.8725436081,"hid",1539.87254361362,"hid_rod"
"3736",3736,25088.2503132535,"rod",12671.3625932222,"hid",12671.362593231,"hid_rod"
"3737",3737,47316.9043476494,"rod",33283.6102998704,"hid",33283.6102998799,"hid_rod"
"3738",3738,68079.9209409601,"rod",54912.5709167673,"hid",54912.5709167667,"hid_rod"
"3739",3739,49102.4014212551,"rod",75552.6253824432,"hid",49102.4014212548,"hid_rod"
"3740",3740,30323.99558658,"rod",95966.3484079535,"hid",30323.99558658,"hid_rod"
"3741",3741,7298.98064095469,"rod",113902.671822857,"hid",7298.98064095398,"hid_rod"
"3742",3742,14241.1281475012,"rod",124114.432542884,"hid",14241.1281475012,"hid_rod"
"3743",3743,37056.2566832055,"rod",99191.0459820604,"hid",37056.2566832055,"hid_rod"
"3744",3744,61140.0338309728,"rod",74269.1981695704,"hid",61140.0338309735,"hid_rod"
"3745",3745,85418.8843436686,"rod",49351.2267713707,"hid",49351.2267713644,"hid_rod"
"3746",3746,109750.656164147,"rod",24448.9962636606,"hid",24448.9962636536,"hid_rod"
"3747",3747,132848.195801258,"rod",231.004942928384,"hid",231.004942931825,"hid_rod"
"3748",3748,155779.733916128,"rod",517.21102165618,"hid",517.211021649298,"hid_rod"
"3749",3749,179234.993451059,"rod",20654.1481489328,"hid",20654.1481489326,"hid_rod"
"3750",3750,192363.689738422,"rod",43733.6598564582,"hid",43733.6598564497,"hid_rod"
"3751",3751,195879.23758258,"rod",67575.8593567843,"hid",67575.8593567759,"hid_rod"
"3752",3752,202432.093616249,"rod",62510.3239706143,"hid",62510.3239706143,"hid_rod"
"3753",3753,211740.96662966,"rod",40683.0936703104,"hid",40683.0936703104,"hid_rod"
"3754",3754,201401.822895874,"rod",24126.9626721133,"hid",24126.9626721133,"hid_rod"
"3755",3755,176608.579120593,"rod",3461.71424164008,"hid",3461.71424164502,"hid_rod"
"3756",3756,151816.293158875,"rod",19556.0134482035,"hid",19556.0134481968,"hid_rod"
"3757",3757,127024.972441364,"rod",38351.9589565171,"hid",38351.9589565141,"hid_rod"
"3758",3758,102185.07980368,"rod",60656.2341071605,"hid",60656.2341071599,"hid_rod"
"3759",3759,77329.0905592028,"rod",84270.68020755,"hid",77329.0905592042,"hid_rod"
"3760",3760,52473.812154883,"rod",104057.990986713,"hid",52473.8121548823,"hid_rod"
"3761",3761,27619.2503234906,"rod",80841.8454505095,"hid",27619.2503234916,"hid_rod"
"3762",3762,2765.41085190319,"rod",58971.8938194083,"hid",2765.41085190531,"hid_rod"
"3763",3763,21086.8848081261,"rod",40623.1697492776,"hid",21086.8848081261,"hid_rod"
"3764",3764,21713.9915671195,"rod",32206.2900052139,"hid",21713.9915671195,"hid_rod"
"3765",3765,22676.3026393808,"rod",19012.7674657705,"hid",19012.7674657618,"hid_rod"
"3766",3766,23587.7621570201,"rod",3970.97943105285,"hid",3970.97943104932,"hid_rod"
"3767",3767,23536.8866925808,"rod",2246.60597227206,"hid",2246.60597227127,"hid_rod"
"3768",3768,23364.1948458327,"rod",3403.38642635038,"hid",3403.38642635144,"hid_rod"
"3769",3769,22709.3266148443,"rod",759.294595981952,"hid",759.294595987333,"hid_rod"
"3770",3770,21453.6340203495,"rod",1564.48265863398,"hid",1564.48265862904,"hid_rod"
"3771",3771,4341.57872319881,"rod",13240.936010415,"hid",4341.57872319881,"hid_rod"
"3772",3772,14855.8029101927,"rod",29241.6826745746,"hid",14855.8029101921,"hid_rod"
"3773",3773,4086.30740392105,"rod",21776.5630397635,"hid",4086.30740392105,"hid_rod"
"3774",3774,170.494275038054,"rod",18037.0285890388,"hid",170.494275037965,"hid_rod"
"3775",3775,7708.53596127395,"rod",4497.68734294867,"hid",4497.6873429514,"hid_rod"
"3776",3776,53067.5984994881,"rod",9465.20458517082,"hid",9465.20458517082,"hid_rod"
"3777",3777,29372.7129939617,"rod",30308.127756105,"hid",29372.7129939617,"hid_rod"
"3778",3778,5674.88080456504,"rod",52172.6382489438,"hid",5674.88080456469,"hid_rod"
"3779",3779,18085.2394888231,"rod",75916.7807073466,"hid",18085.2394888231,"hid_rod"
"3780",3780,40882.8287544504,"rod",100227.349600304,"hid",40882.8287544502,"hid_rod"
"3781",3781,57402.7087133881,"rod",119691.811842472,"hid",57402.7087133881,"hid_rod"
"3782",3782,74668.4624307297,"rod",125968.172636427,"hid",74668.4624307296,"hid_rod"
"3783",3783,91592.8403134554,"rod",114281.897778738,"hid",91592.8403134554,"hid_rod"
"3784",3784,106786.619977886,"rod",106312.790127079,"hid",106312.790127079,"hid_rod"
"3785",3785,120720.45568179,"rod",102883.861728261,"hid",102883.861728255,"hid_rod"
"3786",3786,134641.594534065,"rod",102011.503519206,"hid",102011.5035192,"hid_rod"
"3787",3787,144568.673193251,"rod",98286.2127056344,"hid",98286.2127056344,"hid_rod"
"3788",3788,151743.636630386,"rod",96288.7834274833,"hid",96288.7834274835,"hid_rod"
"3789",3789,142434.28793838,"rod",87334.1643396316,"hid",87334.1643396339,"hid_rod"
"3790",3790,131068.378123885,"rod",79525.2042393934,"hid",79525.2042393892,"hid_rod"
"3791",3791,119944.660226435,"rod",76767.1646004142,"hid",76767.1646004141,"hid_rod"
"3792",3792,108828.319345026,"rod",76577.6213135977,"hid",76577.6213135972,"hid_rod"
"3793",3793,97715.763988888,"rod",76269.8075759512,"hid",76269.8075759447,"hid_rod"
"3794",3794,86597.8961634181,"rod",72461.3328676722,"hid",72461.3328676722,"hid_rod"
"3795",3795,75423.140702273,"rod",69928.271034585,"hid",69928.2710345788,"hid_rod"
"3796",3796,64231.7422214984,"rod",57612.1371684261,"hid",57612.1371684307,"hid_rod"
"3797",3797,53038.5660289541,"rod",41719.5588174975,"hid",41719.558817492,"hid_rod"
"3798",3798,41848.7452125296,"rod",18967.9652919699,"hid",18967.9652919706,"hid_rod"
"3799",3799,30657.2028112369,"rod",964.079770009352,"hid",964.079770015439,"hid_rod"
"3800",3800,19459.5468606172,"rod",21603.0512950863,"hid",19459.5468606172,"hid_rod"
"3801",3801,8270.48424803726,"rod",35713.4740821773,"hid",8270.48424803726,"hid_rod"
"3802",3802,2914.85736835232,"rod",48279.6757650641,"hid",2914.85736835232,"hid_rod"
"3803",3803,14108.3120060951,"rod",60969.1672068385,"hid",14108.3120060953,"hid_rod"
"3804",3804,25294.8409063022,"rod",77899.556595495,"hid",25294.8409063017,"hid_rod"
"3805",3805,36489.7763300309,"rod",95062.7350479976,"hid",36489.7763300308,"hid_rod"
"3806",3806,47677.6567232933,"rod",108861.039110557,"hid",47677.656723293,"hid_rod"
"3807",3807,58808.5656081234,"rod",125943.874873778,"hid",58808.5656081234,"hid_rod"
"3808",3808,69875.0447373227,"rod",142209.363160941,"hid",69875.0447373227,"hid_rod"
"3809",3809,81360.6973641954,"rod",117305.974449355,"hid",81360.6973641954,"hid_rod"
"3810",3810,95764.0775221095,"rod",92409.0761858465,"hid",92409.0761858465,"hid_rod"
"3811",3811,110318.000026469,"rod",67525.8540580548,"hid",67525.8540580548,"hid_rod"
"3812",3812,124862.778591024,"rod",42680.2424153227,"hid",42680.2424153227,"hid_rod"
"3813",3813,139411.359610946,"rod",18028.4269633359,"hid",18028.4269633359,"hid_rod"
"3814",3814,153755.238387342,"rod",418.523915924674,"hid",418.523915918379,"hid_rod"
"3815",3815,160567.349606118,"rod",17558.5786009291,"hid",17558.5786009224,"hid_rod"
"3816",3816,139332.504223877,"rod",19793.4110306402,"hid",19793.4110306411,"hid_rod"
"3817",3817,118774.118263477,"rod",12849.1844706752,"hid",12849.1844706752,"hid_rod"
"3818",3818,98914.2704618272,"rod",10660.4903636726,"hid",10660.4903636676,"hid_rod"
"3819",3819,79459.5619701214,"rod",20163.7553456458,"hid",20163.7553456476,"hid_rod"
"3820",3820,61790.1167398979,"rod",26141.4988929986,"hid",26141.498893004,"hid_rod"
"3821",3821,42456.8570866243,"rod",41915.1155411709,"hid",41915.1155411709,"hid_rod"
"3822",3822,21919.5673341616,"rod",55962.6763606472,"hid",21919.5673341616,"hid_rod"
"3823",3823,4899.62697880309,"rod",47367.1265053993,"hid",4899.62697880733,"hid_rod"
"3824",3824,14671.9544175617,"rod",39805.2821976684,"hid",14671.9544175617,"hid_rod"
"3825",3825,35734.7705282431,"rod",28745.6424103391,"hid",28745.642410343,"hid_rod"
"3826",3826,31491.4805077825,"rod",7023.04686667006,"hid",7023.04686667871,"hid_rod"
"3827",3827,7588.69483032695,"rod",2173.6412181307,"hid",2173.64121813396,"hid_rod"
"3828",3828,184.135696169414,"rod",3299.7349746926,"hid",184.135696169414,"hid_rod"
"3829",3829,16683.5835311142,"rod",24790.6826717541,"hid",16683.5835311142,"hid_rod"
"3830",3830,34227.5991151209,"rod",30192.0953885794,"hid",30192.0953885816,"hid_rod"
"3831",3831,51764.3162727771,"rod",36698.2786546608,"hid",36698.2786546651,"hid_rod"
"3832",3832,69260.1274584072,"rod",14568.445235394,"hid",14568.4452353954,"hid_rod"
"3833",3833,86570.465690526,"rod",9152.44110687191,"hid",9152.44110686644,"hid_rod"
"3834",3834,103872.993479193,"rod",32035.5239905973,"hid",32035.5239905888,"hid_rod"
"3835",3835,122033.691233481,"rod",12285.2481773714,"hid",12285.2481773688,"hid_rod"
"3836",3836,115133.028726634,"rod",3376.87502860545,"hid",3376.87502860554,"hid_rod"
"3837",3837,104944.964381707,"rod",1976.57155792412,"hid",1976.57155793048,"hid_rod"
"3838",3838,94274.9280917871,"rod",19020.8368414614,"hid",19020.8368414522,"hid_rod"
"3839",3839,82655.5663185118,"rod",40914.2743440298,"hid",40914.2743440249,"hid_rod"
"3840",3840,71500.2550989116,"rod",62552.5666573622,"hid",62552.5666573565,"hid_rod"
"3841",3841,63162.7538513538,"rod",68082.3582262092,"hid",63162.7538513538,"hid_rod"
"3842",3842,44978.1193327854,"rod",55002.4535679812,"hid",44978.1193327855,"hid_rod"
"3843",3843,23790.5013225952,"rod",31435.3497109706,"hid",23790.5013225952,"hid_rod"
"3844",3844,2864.34544891673,"rod",12780.3787840555,"hid",2864.34544891673,"hid_rod"
"3845",3845,11773.4212848828,"rod",3338.27355444168,"hid",3338.27355444485,"hid_rod"
"3846",3846,26846.1693735797,"rod",15210.4448984655,"hid",15210.4448984607,"hid_rod"
"3847",3847,41893.7172243087,"rod",33143.3929203198,"hid",33143.3929203156,"hid_rod"
"3848",3848,60186.8138239295,"rod",47755.1561877335,"hid",47755.1561877326,"hid_rod"
"3849",3849,80462.5821350575,"rod",67572.0296340884,"hid",67572.0296340845,"hid_rod"
"3850",3850,62503.7806908871,"rod",88518.6125693166,"hid",62503.7806908871,"hid_rod"
"3851",3851,40137.4933443515,"rod",110569.681725913,"hid",40137.4933443515,"hid_rod"
"3852",3852,16376.9435950808,"rod",130366.274964654,"hid",16376.9435950808,"hid_rod"
"3853",3853,7051.16679564367,"rod",119160.27544543,"hid",7051.16679564367,"hid_rod"
"3854",3854,31503.2159485868,"rod",98407.6136822633,"hid",31503.2159485872,"hid_rod"
"3855",3855,55159.3650804347,"rod",76160.1423543562,"hid",55159.3650804345,"hid_rod"
"3856",3856,77178.6339726906,"rod",51252.0417281228,"hid",51252.0417281291,"hid_rod"
"3857",3857,100440.543390138,"rod",26359.9588912825,"hid",26359.9588912899,"hid_rod"
"3858",3858,124342.069357717,"rod",1769.31941952008,"hid",1769.3194195252,"hid_rod"
"3859",3859,148574.538589741,"rod",8765.64693710715,"hid",8765.64693710926,"hid_rod"
"3860",3860,172999.008821837,"rod",16146.9735487273,"hid",16146.9735487257,"hid_rod"
"3861",3861,197544.742949847,"rod",36643.8490979397,"hid",36643.8490979358,"hid_rod"
"3862",3862,220296.384999597,"rod",58373.0641527818,"hid",58373.0641527792,"hid_rod"
"3863",3863,226141.160629363,"rod",75691.9013615879,"hid",75691.901361587,"hid_rod"
"3864",3864,228285.771642789,"rod",58170.9889037512,"hid",58170.988903759,"hid_rod"
"3865",3865,203435.776841645,"rod",35589.4925820092,"hid",35589.4925820177,"hid_rod"
"3866",3866,178586.491396201,"rod",13867.4070067458,"hid",13867.4070067482,"hid_rod"
"3867",3867,153737.921055482,"rod",5810.65283744318,"hid",5810.65283744354,"hid_rod"
"3868",3868,128890.071621046,"rod",30671.905066885,"hid",30671.905066878,"hid_rod"
"3869",3869,104042.948947724,"rod",55568.7038183675,"hid",55568.7038183608,"hid_rod"
"3870",3870,79196.5589443126,"rod",80477.3414761555,"hid",79196.5589443119,"hid_rod"
"3871",3871,54350.9075742294,"rod",95509.1665311168,"hid",54350.907574229,"hid_rod"
"3872",3872,29506.0008562269,"rod",73021.3089920586,"hid",29506.0008562269,"hid_rod"
"3873",3873,4661.84486518668,"rod",49316.3786378081,"hid",4661.84486518668,"hid_rod"
"3874",3874,20181.5542672589,"rod",25270.4725566173,"hid",20181.5542672593,"hid_rod"
"3875",3875,45024.1903519407,"rod",7326.77289307958,"hid",7326.77289308002,"hid_rod"
"3876",3876,47538.9081695219,"rod",3586.86424996127,"hid",3586.86424996233,"hid_rod"
"3877",3877,48451.0172731309,"rod",13508.6549462682,"hid",13508.654946265,"hid_rod"
"3878",3878,48413.8175571901,"rod",17179.4782893852,"hid",17179.4782893843,"hid_rod"
"3879",3879,48243.8954377,"rod",69.3043001042941,"hid",69.3043001115283,"hid_rod"
"3880",3880,39400.623582443,"rod",19488.6052805365,"hid",19488.6052805396,"hid_rod"
"3881",3881,17535.1209241011,"rod",21673.8743532755,"hid",17535.1209241011,"hid_rod"
"3882",3882,6704.53757056954,"rod",30312.6017480148,"hid",6704.53757056954,"hid_rod"
"3883",3883,26544.297898621,"rod",48145.4931943031,"hid",26544.2978986204,"hid_rod"
"3884",3884,5040.74934801917,"rod",42515.2119384031,"hid",5040.74934801917,"hid_rod"
"3885",3885,17579.3212437575,"rod",17664.0445538376,"hid",17579.3212437575,"hid_rod"
"3886",3886,14479.6133587448,"rod",6509.07218255712,"hid",6509.07218255871,"hid_rod"
"3887",3887,195.317342173559,"rod",22922.9157064886,"hid",195.317342172677,"hid_rod"
"3888",3888,69059.0037339829,"rod",3669.96457956278,"hid",3669.96457957019,"hid_rod"
"3889",3889,45374.8175280346,"rod",24332.8531501054,"hid",24332.8531501072,"hid_rod"
"3890",3890,21687.3777600833,"rod",44370.480782262,"hid",21687.3777600833,"hid_rod"
"3891",3891,2003.27663935651,"rod",64712.8624421724,"hid",2003.27663935722,"hid_rod"
"3892",3892,25697.1069587882,"rod",85610.2099835409,"hid",25697.106958791,"hid_rod"
"3893",3893,49391.8358015071,"rod",107753.349231282,"hid",49391.8358015067,"hid_rod"
"3894",3894,73089.4161273139,"rod",110073.62990889,"hid",73089.4161273139,"hid_rod"
"3895",3895,92603.769201937,"rod",101975.601175889,"hid",92603.7692019368,"hid_rod"
"3896",3896,109869.785962916,"rod",92141.1013054865,"hid",92141.1013054899,"hid_rod"
"3897",3897,126503.961357902,"rod",82298.3497090944,"hid",82298.3497090944,"hid_rod"
"3898",3898,141426.84804403,"rod",78155.6737135779,"hid",78155.6737135718,"hid_rod"
"3899",3899,155239.487153528,"rod",77195.5162369692,"hid",77195.5162369624,"hid_rod"
"3900",3900,168393.899165757,"rod",74114.3667726802,"hid",74114.3667726802,"hid_rod"
"3901",3901,175571.222581442,"rod",71445.4615849897,"hid",71445.4615849902,"hid_rod"
"3902",3902,164534.800635452,"rod",64748.0230308345,"hid",64748.0230308375,"hid_rod"
"3903",3903,153329.561037697,"rod",55570.9607841928,"hid",55570.9607841894,"hid_rod"
"3904",3904,142209.500815181,"rod",51888.5911330968,"hid",51888.5911330966,"hid_rod"
"3905",3905,131096.882781686,"rod",51789.5465859258,"hid",51789.5465859251,"hid_rod"
"3906",3906,119980.608521712,"rod",51434.680495946,"hid",51434.6804959393,"hid_rod"
"3907",3907,108843.990354463,"rod",48574.6584838719,"hid",48574.6584838719,"hid_rod"
"3908",3908,97652.1409338122,"rod",45145.8816966522,"hid",45145.8816966459,"hid_rod"
"3909",3909,86459.3728304275,"rod",42131.4670349681,"hid",42131.4670349617,"hid_rod"
"3910",3910,75266.5646584118,"rod",22419.4770586711,"hid",22419.4770586758,"hid_rod"
"3911",3911,64076.0691551867,"rod",10348.8551159337,"hid",10348.8551159288,"hid_rod"
"3912",3912,52881.2318072893,"rod",3296.23520828662,"hid",3296.23520829015,"hid_rod"
"3913",3913,41687.8746596048,"rod",24402.767164635,"hid",24402.7671646368,"hid_rod"
"3914",3914,30503.1759900929,"rod",48643.2664383205,"hid",30503.1759900929,"hid_rod"
"3915",3915,19311.2941519591,"rod",70920.9287197602,"hid",19311.2941519589,"hid_rod"
"3916",3916,8122.21494974338,"rod",81901.5992032417,"hid",8122.21494974329,"hid_rod"
"3917",3917,3068.42563015602,"rod",95818.5355033817,"hid",3068.42563015585,"hid_rod"
"3918",3918,14260.9408270299,"rod",113024.232659377,"hid",14260.94082703,"hid_rod"
"3919",3919,25444.1153723277,"rod",129218.140916692,"hid",25444.1153723275,"hid_rod"
"3920",3920,36518.1741166246,"rod",143906.845110648,"hid",36518.1741166246,"hid_rod"
"3921",3921,47587.0234449152,"rod",143647.166715894,"hid",47587.0234449152,"hid_rod"
"3922",3922,61015.7158576059,"rod",119055.907779393,"hid",61015.7158576056,"hid_rod"
